source,target
Bernard Sanders,Raúl Grijalva
Bernard Sanders,Janice Schakowsky
Bernard Sanders,Peter DeFazio
Bernard Sanders,Kirsten Gillibrand
Bernard Sanders,Jeff Merkley
Bernard Sanders,Tom Udall
Bernard Sanders,Benjamin Cardin
Bernard Sanders,Richard Blumenthal
Bernard Sanders,Bill Nelson
Bernard Sanders,Sheldon Whitehouse
Bernard Sanders,Patrick Leahy
Bernard Sanders,Robert Menéndez
Bernard Sanders,Charles Schumer
Bernard Sanders,Sherrod Brown
Debbie Stabenow,Doug Jones
Debbie Stabenow,Tina Smith
Debbie Stabenow,Jon Tester
Debbie Stabenow,Brenda Lawrence
Debbie Stabenow,Debbie Dingell
Debbie Stabenow,Daniel Kildee
Debbie Stabenow,Dianne Feinstein
Debbie Stabenow,Brian Schatz
Debbie Stabenow,Mazie Hirono
Debbie Stabenow,Joe Donnelly
Debbie Stabenow,John Reed
Debbie Stabenow,Tammy Duckworth
Debbie Stabenow,Christopher Murphy
Debbie Stabenow,Richard Durbin
Debbie Stabenow,Tammy Baldwin
Debbie Stabenow,Heidi Heitkamp
Debbie Stabenow,Angus King
Debbie Stabenow,Amy Klobuchar
Debbie Stabenow,Chris Coons
Debbie Stabenow,Orrin Hatch
Debbie Stabenow,Robert Casey
Debbie Stabenow,Sheldon Whitehouse
Debbie Stabenow,Roy Blunt
Debbie Stabenow,Maria Cantwell
Debbie Stabenow,Ron Wyden
Debbie Stabenow,Patty Murray
Debbie Stabenow,Joe Manchin
Debbie Stabenow,Thomas Carper
Debbie Stabenow,John Barrasso
Debbie Stabenow,Michael Bennet
Debbie Stabenow,Richard Blumenthal
Debbie Stabenow,Lamar Alexander
Debbie Stabenow,Patrick Leahy
Debbie Stabenow,John Garamendi
Debbie Stabenow,Timothy Kaine
Debbie Stabenow,Justin Amash
Debbie Stabenow,John Cornyn
Debbie Stabenow,John McCain
Debbie Stabenow,Pat Roberts
Debbie Stabenow,Bill Huizenga
Debbie Stabenow,Bob Corker
Debbie Stabenow,Gwen Moore
Debbie Stabenow,Bernard Sanders
Debbie Stabenow,Gary Peters
Debbie Stabenow,Charles Schumer
Debbie Stabenow,Lisa Murkowski
Debbie Stabenow,Lindsey Graham
Debbie Stabenow,Susan Collins
Debbie Stabenow,Mark Warner
Debbie Stabenow,Jeff Merkley
Debbie Stabenow,Bill Nelson
Debbie Stabenow,Jeanne Shaheen
Debbie Stabenow,Benjamin Cardin
Debbie Stabenow,Tom Udall
Debbie Stabenow,Kirsten Gillibrand
Debbie Stabenow,Robert Menéndez
Debbie Stabenow,Fred Upton
Debbie Stabenow,Steny Hoyer
Debbie Stabenow,Sander Levin
Debbie Stabenow,Claire McCaskill
Debbie Stabenow,Nancy Pelosi
Debbie Stabenow,Sherrod Brown
Debbie Stabenow,Charles Grassley
Jon Tester,Adam Schiff
Jon Tester,Catherine Cortez Masto
Jon Tester,Paul Ryan
Jon Tester,Jeff Flake
Jon Tester,Margaret Hassan
Jon Tester,Gary Peters
Jon Tester,Tina Smith
Jon Tester,Doug Jones
Jon Tester,Chris Coons
Jon Tester,Timothy Walz
Jon Tester,Stephen Lynch
Jon Tester,Cory Gardner
Jon Tester,Richard Shelby
Jon Tester,Mike Lee
Jon Tester,Bill Nelson
Jon Tester,Sherrod Brown
Jon Tester,Robert Portman
Jon Tester,Lisa Murkowski
Jon Tester,Amy Klobuchar
Jon Tester,Martin Heinrich
Jon Tester,John Cornyn
Jon Tester,Ron Wyden
Jon Tester,John McCain
Jon Tester,Elizabeth Warren
Jon Tester,James Lankford
Jon Tester,Thomas Carper
Jon Tester,Ron Johnson
Jon Tester,James Risch
Jon Tester,Brian Schatz
Jon Tester,John Isakson
Jon Tester,John Boozman
Jon Tester,Mazie Hirono
Jon Tester,Patrick Toomey
Jon Tester,Tammy Baldwin
Jon Tester,Roger Wicker
Jon Tester,Deb Fischer
Jon Tester,John Reed
Jon Tester,Roy Blunt
Jon Tester,Susan Collins
Jon Tester,Timothy Kaine
Jon Tester,Richard Burr
Jon Tester,Ted Cruz
Jon Tester,Tim Scott
Jon Tester,David Perdue
Jon Tester,Thom Tillis
Jon Tester,Steve Daines
Jon Tester,Mitch McConnell
Jon Tester,John Thune
Jon Tester,John Barrasso
Jon Tester,Maria Cantwell
Jon Tester,John Hoeven
Jon Tester,Orrin Hatch
Jon Tester,Michael Enzi
Jon Tester,Angus King
Jon Tester,Thad Cochran
Jon Tester,Bernard Sanders
Jon Tester,Claire McCaskill
Jon Tester,Charles Grassley
Jon Tester,Mark Warner
Jon Tester,Joe Donnelly
Jon Tester,Joe Manchin
Jon Tester,Michael Bennet
Jon Tester,Patrick Leahy
Jon Tester,Robert Casey
Jon Tester,Robert Menéndez
Jon Tester,Christopher Murphy
Jon Tester,Richard Blumenthal
Jon Tester,Benjamin Cardin
Jon Tester,Richard Durbin
Jon Tester,Kirsten Gillibrand
Jon Tester,Jeanne Shaheen
Jon Tester,Charles Schumer
Jon Tester,Tom Udall
Jon Tester,Jeff Merkley
Jon Tester,Sheldon Whitehouse
Jon Tester,Debbie Stabenow
Jon Tester,Dianne Feinstein
Jon Tester,Patty Murray
Jon Tester,Michael Crapo
Jon Tester,Bob Corker
Jon Tester,Dean Heller
Jon Tester,Jerry Moran
Jon Tester,Heidi Heitkamp
Sheldon Whitehouse,Joseph Kennedy
Sheldon Whitehouse,Doug Jones
Sheldon Whitehouse,Tina Smith
Sheldon Whitehouse,Bill Nelson
Sheldon Whitehouse,Keith Ellison
Sheldon Whitehouse,John Cornyn
Sheldon Whitehouse,Dan Sullivan
Sheldon Whitehouse,Jon Tester
Sheldon Whitehouse,John Kennedy
Sheldon Whitehouse,Pramila Jayapal
Sheldon Whitehouse,Lloyd Doggett
Sheldon Whitehouse,Nydia Velázquez
Sheldon Whitehouse,David Perdue
Sheldon Whitehouse,Jackie Speier
Sheldon Whitehouse,Eric Swalwell
Sheldon Whitehouse,Elijah Cummings
Sheldon Whitehouse,Maxine Waters
Sheldon Whitehouse,Adam Schiff
Sheldon Whitehouse,Orrin Hatch
Sheldon Whitehouse,Cory Booker
Sheldon Whitehouse,Charles Grassley
Sheldon Whitehouse,Theodore Deutch
Sheldon Whitehouse,Catherine Cortez Masto
Sheldon Whitehouse,Tammy Duckworth
Sheldon Whitehouse,Claire McCaskill
Sheldon Whitehouse,Mark Warner
Sheldon Whitehouse,Susan Collins
Sheldon Whitehouse,Lisa Murkowski
Sheldon Whitehouse,Jamie Raskin
Sheldon Whitehouse,Kamala Harris
Sheldon Whitehouse,Margaret Hassan
Sheldon Whitehouse,Nancy Pelosi
Sheldon Whitehouse,Gary Peters
Sheldon Whitehouse,Tim Scott
Sheldon Whitehouse,John Thune
Sheldon Whitehouse,John Barrasso
Sheldon Whitehouse,Michael Enzi
Sheldon Whitehouse,James Risch
Sheldon Whitehouse,Michael Crapo
Sheldon Whitehouse,Thad Cochran
Sheldon Whitehouse,Pat Roberts
Sheldon Whitehouse,Roger Wicker
Sheldon Whitehouse,Maria Cantwell
Sheldon Whitehouse,John Lewis
Sheldon Whitehouse,James Clyburn
Sheldon Whitehouse,Joe Donnelly
Sheldon Whitehouse,Donald Beyer
Sheldon Whitehouse,John Isakson
Sheldon Whitehouse,Christopher Murphy
Sheldon Whitehouse,Mazie Hirono
Sheldon Whitehouse,Martin Heinrich
Sheldon Whitehouse,Timothy Kaine
Sheldon Whitehouse,Heidi Heitkamp
Sheldon Whitehouse,Ron Wyden
Sheldon Whitehouse,Debbie Stabenow
Sheldon Whitehouse,Joe Manchin
Sheldon Whitehouse,Marcia Fudge
Sheldon Whitehouse,Rosa DeLauro
Sheldon Whitehouse,Angus King
Sheldon Whitehouse,Janice Schakowsky
Sheldon Whitehouse,Louise Slaughter
Sheldon Whitehouse,Brian Schatz
Sheldon Whitehouse,Dean Heller
Sheldon Whitehouse,Elizabeth Warren
Sheldon Whitehouse,Earl Blumenauer
Sheldon Whitehouse,Tammy Baldwin
Sheldon Whitehouse,David Cicilline
Sheldon Whitehouse,Robert Casey
Sheldon Whitehouse,Edward Markey
Sheldon Whitehouse,Anna Eshoo
Sheldon Whitehouse,Chris Van Hollen
Sheldon Whitehouse,Patty Murray
Sheldon Whitehouse,John McCain
Sheldon Whitehouse,John Reed
Sheldon Whitehouse,Amy Klobuchar
Sheldon Whitehouse,Dianne Feinstein
Sheldon Whitehouse,Michael Bennet
Sheldon Whitehouse,Jeanne Shaheen
Sheldon Whitehouse,Benjamin Cardin
Sheldon Whitehouse,Richard Durbin
Sheldon Whitehouse,Jeff Merkley
Sheldon Whitehouse,Robert Menéndez
Sheldon Whitehouse,Richard Blumenthal
Sheldon Whitehouse,Kirsten Gillibrand
Sheldon Whitehouse,Patrick Leahy
Sheldon Whitehouse,Bernard Sanders
Sheldon Whitehouse,Sherrod Brown
Sheldon Whitehouse,Charles Schumer
Sheldon Whitehouse,Thomas Carper
Sheldon Whitehouse,Tom Udall
Sheldon Whitehouse,James Langevin
John Barrasso,Liz Cheney
John Barrasso,Jeff Flake
John Barrasso,Benjamin Sasse
John Barrasso,Dan Sullivan
John Barrasso,Joni Ernst
John Barrasso,David Perdue
John Barrasso,Garland Barr
John Barrasso,Shelley Capito
John Barrasso,Joe Donnelly
John Barrasso,Thom Tillis
John Barrasso,Brian Schatz
John Barrasso,Mike Rounds
John Barrasso,Tom Cotton
John Barrasso,Cory Gardner
John Barrasso,Jon Tester
John Barrasso,Robert Menéndez
John Barrasso,Steve Daines
John Barrasso,Tom Udall
John Barrasso,Robert Casey
John Barrasso,Heidi Heitkamp
John Barrasso,Angus King
John Barrasso,John Hoeven
John Barrasso,Tim Scott
John Barrasso,Deb Fischer
John Barrasso,James Risch
John Barrasso,Michael Turner
John Barrasso,Bill Posey
John Barrasso,Jeanne Shaheen
John Barrasso,Michael Crapo
John Barrasso,Robert Latta
John Barrasso,Michael Enzi
John Barrasso,Orrin Hatch
John Barrasso,Richard Burr
John Barrasso,Thad Cochran
John Barrasso,Dean Heller
John Barrasso,Mitch McConnell
John Barrasso,Roger Wicker
John Barrasso,John Isakson
John Barrasso,Stevan Pearce
John Barrasso,Ron Johnson
John Barrasso,Lisa Murkowski
John Barrasso,Patrick Toomey
John Barrasso,Kevin McCarthy
John Barrasso,John Thune
John Barrasso,Roy Blunt
John Barrasso,Joe Manchin
John Barrasso,Robert Portman
John Barrasso,Mike Lee
John Barrasso,Marco Rubio
John Barrasso,Jerry Moran
John Barrasso,Rand Paul
John Barrasso,John Boozman
John Barrasso,Paul Ryan
John Barrasso,Pat Roberts
John Barrasso,Lindsey Graham
John Barrasso,Charles Grassley
John Barrasso,John McCain
John Barrasso,James Inhofe
John Barrasso,John Cornyn
John Barrasso,Bob Corker
John Barrasso,Lamar Alexander
John Barrasso,Susan Collins
Roger Wicker,Bill Cassidy
Roger Wicker,John Kennedy
Roger Wicker,Trent Kelly
Roger Wicker,Tom Cotton
Roger Wicker,Paul Ryan
Roger Wicker,Mike Rounds
Roger Wicker,Benjamin Sasse
Roger Wicker,Steve Daines
Roger Wicker,Thom Tillis
Roger Wicker,James Risch
Roger Wicker,Deb Fischer
Roger Wicker,Tim Scott
Roger Wicker,Jeff Flake
Roger Wicker,Ted Cruz
Roger Wicker,John Hoeven
Roger Wicker,Marco Rubio
Roger Wicker,Michael Enzi
Roger Wicker,Michael Crapo
Roger Wicker,Thad Cochran
Roger Wicker,Richard Shelby
Roger Wicker,Mitch McConnell
Roger Wicker,Orrin Hatch
Roger Wicker,John Isakson
Roger Wicker,Steven Palazzo
Roger Wicker,Dean Heller
Roger Wicker,John Thune
Roger Wicker,Gregg Harper
Roger Wicker,Patrick Toomey
Roger Wicker,Pat Roberts
Roger Wicker,Robert Portman
Roger Wicker,Mike Lee
Roger Wicker,Lisa Murkowski
Roger Wicker,Jerry Moran
Roger Wicker,John McCain
Roger Wicker,Ron Johnson
Roger Wicker,James Inhofe
Roger Wicker,Charles Grassley
Roger Wicker,Lindsey Graham
Roger Wicker,John Cornyn
Roger Wicker,Bob Corker
Roger Wicker,Susan Collins
Roger Wicker,Richard Burr
Roger Wicker,John Boozman
Roger Wicker,Roy Blunt
Roger Wicker,John Barrasso
Roger Wicker,Lamar Alexander
Lamar Alexander,Bill Cassidy
Lamar Alexander,Benjamin Sasse
Lamar Alexander,Mike Rounds
Lamar Alexander,Joni Ernst
Lamar Alexander,David Perdue
Lamar Alexander,Thom Tillis
Lamar Alexander,Cory Gardner
Lamar Alexander,Angus King
Lamar Alexander,Michael Bennet
Lamar Alexander,Michael Enzi
Lamar Alexander,John Hoeven
Lamar Alexander,Richard Shelby
Lamar Alexander,John Isakson
Lamar Alexander,Dean Heller
Lamar Alexander,Mark Warner
Lamar Alexander,Jim Cooper
Lamar Alexander,John Thune
Lamar Alexander,Kevin McCarthy
Lamar Alexander,Bill Huizenga
Lamar Alexander,Paul Gosar
Lamar Alexander,Marsha Blackburn
Lamar Alexander,Roger Wicker
Lamar Alexander,Orrin Hatch
Lamar Alexander,Paul Ryan
Lamar Alexander,Marco Rubio
Lamar Alexander,Patrick Toomey
Lamar Alexander,Pat Roberts
Lamar Alexander,Robert Portman
Lamar Alexander,Lisa Murkowski
Lamar Alexander,Jerry Moran
Lamar Alexander,Mike Lee
Lamar Alexander,Ron Johnson
Lamar Alexander,James Inhofe
Lamar Alexander,Charles Grassley
Lamar Alexander,Lindsey Graham
Lamar Alexander,John Cornyn
Lamar Alexander,Susan Collins
Lamar Alexander,Richard Burr
Lamar Alexander,John McCain
Lamar Alexander,John Boozman
Lamar Alexander,Roy Blunt
Lamar Alexander,David Roe
Lamar Alexander,Charles Fleischmann
Lamar Alexander,John Barrasso
Lamar Alexander,Scott DesJarlais
Lamar Alexander,Diane Black
Lamar Alexander,Bob Corker
Thad Cochran,John Kennedy
Thad Cochran,Tom Cotton
Thad Cochran,Trent Kelly
Thad Cochran,Dan Sullivan
Thad Cochran,Joni Ernst
Thad Cochran,Mike Rounds
Thad Cochran,Benjamin Sasse
Thad Cochran,Steve Daines
Thad Cochran,James Lankford
Thad Cochran,Shelley Capito
Thad Cochran,Thom Tillis
Thad Cochran,Cory Gardner
Thad Cochran,David Perdue
Thad Cochran,Robert Portman
Thad Cochran,Steven Palazzo
Thad Cochran,Gregg Harper
Thad Cochran,Bennie Thompson
Thad Cochran,Pat Roberts
Thad Cochran,Jerry Moran
Thad Cochran,Mitch McConnell
Thad Cochran,Lisa Murkowski
Thad Cochran,John McCain
Thad Cochran,Mike Lee
Thad Cochran,Orrin Hatch
Thad Cochran,Tim Scott
Thad Cochran,John Isakson
Thad Cochran,James Inhofe
Thad Cochran,Richard Shelby
Thad Cochran,John Hoeven
Thad Cochran,Dean Heller
Thad Cochran,Michael Enzi
Thad Cochran,Charles Grassley
Thad Cochran,Jeff Flake
Thad Cochran,John Cornyn
Thad Cochran,Ron Johnson
Thad Cochran,James Risch
Thad Cochran,Ted Cruz
Thad Cochran,Patrick Toomey
Thad Cochran,Lindsey Graham
Thad Cochran,John Thune
Thad Cochran,Michael Crapo
Thad Cochran,Bob Corker
Thad Cochran,Susan Collins
Thad Cochran,Deb Fischer
Thad Cochran,Richard Burr
Thad Cochran,John Boozman
Thad Cochran,Roy Blunt
Thad Cochran,John Barrasso
Thad Cochran,Lamar Alexander
Thad Cochran,Roger Wicker
Susan Collins,Paul Ryan
Susan Collins,Nancy Pelosi
Susan Collins,Gary Peters
Susan Collins,Cory Gardner
Susan Collins,Tom Cotton
Susan Collins,Bruce Poliquin
Susan Collins,Thom Tillis
Susan Collins,Elizabeth Warren
Susan Collins,Brian Schatz
Susan Collins,Edward Markey
Susan Collins,Timothy Kaine
Susan Collins,Martin Heinrich
Susan Collins,James Risch
Susan Collins,John Hoeven
Susan Collins,Deb Fischer
Susan Collins,Michael Crapo
Susan Collins,Maria Cantwell
Susan Collins,Tammy Baldwin
Susan Collins,Shelley Capito
Susan Collins,Mazie Hirono
Susan Collins,Joe Donnelly
Susan Collins,Christopher Murphy
Susan Collins,Patrick Toomey
Susan Collins,Tim Scott
Susan Collins,Jeff Flake
Susan Collins,Michael Enzi
Susan Collins,Angus King
Susan Collins,Heidi Heitkamp
Susan Collins,Richard Durbin
Susan Collins,Amy Klobuchar
Susan Collins,Chris Coons
Susan Collins,Thad Cochran
Susan Collins,Richard Shelby
Susan Collins,Dean Heller
Susan Collins,Pat Roberts
Susan Collins,Sherrod Brown
Susan Collins,Mitch McConnell
Susan Collins,Charles Schumer
Susan Collins,Bernard Sanders
Susan Collins,Richard Blumenthal
Susan Collins,Sheldon Whitehouse
Susan Collins,Dianne Feinstein
Susan Collins,Mike Lee
Susan Collins,Debbie Stabenow
Susan Collins,Michael Bennet
Susan Collins,Robert Portman
Susan Collins,Ron Wyden
Susan Collins,John Isakson
Susan Collins,Kirsten Gillibrand
Susan Collins,Orrin Hatch
Susan Collins,Robert Casey
Susan Collins,Roger Wicker
Susan Collins,John Reed
Susan Collins,Patrick Leahy
Susan Collins,Thomas Carper
Susan Collins,Patty Murray
Susan Collins,Tom Udall
Susan Collins,Robert Menéndez
Susan Collins,Jeff Merkley
Susan Collins,Benjamin Cardin
Susan Collins,James Inhofe
Susan Collins,Bill Nelson
Susan Collins,Marco Rubio
Susan Collins,Joe Manchin
Susan Collins,Jeanne Shaheen
Susan Collins,Ron Johnson
Susan Collins,Jerry Moran
Susan Collins,John Barrasso
Susan Collins,John Thune
Susan Collins,Lamar Alexander
Susan Collins,Roy Blunt
Susan Collins,Mark Warner
Susan Collins,John Boozman
Susan Collins,Claire McCaskill
Susan Collins,Richard Burr
Susan Collins,Bob Corker
Susan Collins,Lindsey Graham
Susan Collins,Lisa Murkowski
Susan Collins,Charles Grassley
Susan Collins,John McCain
Susan Collins,John Cornyn
John Cornyn,Mario Diaz-Balart
John Cornyn,Carlos Curbelo
John Cornyn,John Faso
John Cornyn,Jodey Arrington
John Cornyn,Joe Wilson
John Cornyn,Jeff Duncan
John Cornyn,Jody Hice
John Cornyn,Gary Palmer
John Cornyn,Martha Roby
John Cornyn,Bradley Byrne
John Cornyn,Mo Brooks
John Cornyn,David Schweikert
John Cornyn,Todd Young
John Cornyn,John Kennedy
John Cornyn,Doug Collins
John Cornyn,Ron DeSantis
John Cornyn,Mark Meadows
John Cornyn,Luke Messer
John Cornyn,Susan Brooks
John Cornyn,Todd Rokita
John Cornyn,Larry Bucshon
John Cornyn,David Brat
John Cornyn,Mike Coffman
John Cornyn,Doug Lamborn
John Cornyn,Scott Tipton
John Cornyn,Jon Tester
John Cornyn,Robert Pittenger
John Cornyn,Glenn Thompson
John Cornyn,Don Young
John Cornyn,Brian Babin
John Cornyn,Paul Gosar
John Cornyn,Bruce Poliquin
John Cornyn,Martha McSally
John Cornyn,Adam Kinzinger
John Cornyn,David Young
John Cornyn,Edward Markey
John Cornyn,Mark Amodei
John Cornyn,Chris Coons
John Cornyn,Mia Love
John Cornyn,Will Hurd
John Cornyn,Timothy Kaine
John Cornyn,French Hill
John Cornyn,Joni Ernst
John Cornyn,Dan Sullivan
John Cornyn,David Perdue
John Cornyn,Mike Rounds
John Cornyn,Benjamin Sasse
John Cornyn,Thom Tillis
John Cornyn,Dave Trott
John Cornyn,Mike Bishop
John Cornyn,John Ratcliffe
John Cornyn,Ken Buck
John Cornyn,Frank Lucas
John Cornyn,Steve Daines
John Cornyn,James Lankford
John Cornyn,Billy Long
John Cornyn,Angus King
John Cornyn,Tammy Baldwin
John Cornyn,Sheila Jackson Lee
John Cornyn,Gene Green
John Cornyn,Al Green
John Cornyn,Beto O’Rourke
John Cornyn,Marsha Blackburn
John Cornyn,Diane Black
John Cornyn,Steve Scalise
John Cornyn,Ann Wagner
John Cornyn,Jackie Walorski
John Cornyn,Randy Weber
John Cornyn,Sean Duffy
John Cornyn,Cory Gardner
John Cornyn,Gus Bilirakis
John Cornyn,Bill Posey
John Cornyn,Thomas Rooney
John Cornyn,Colleen Hanabusa
John Cornyn,Mazie Hirono
John Cornyn,Heidi Heitkamp
John Cornyn,Deb Fischer
John Cornyn,James Renacci
John Cornyn,Bill Johnson
John Cornyn,Bob Gibbs
John Cornyn,Bill Shuster
John Cornyn,Raúl Labrador
John Cornyn,James Risch
John Cornyn,Roger Williams
John Cornyn,Justin Amash
John Cornyn,Bill Cassidy
John Cornyn,John Reed
John Cornyn,Maria Cantwell
John Cornyn,Robert Casey
John Cornyn,Filemon Vela
John Cornyn,Marc Veasey
John Cornyn,Lloyd Doggett
John Cornyn,Sam Johnson
John Cornyn,Ron Wyden
John Cornyn,Patty Murray
John Cornyn,Tom Cotton
John Cornyn,Eddie Johnson
John Cornyn,Henry Cuellar
John Cornyn,Joe Donnelly
John Cornyn,John Hoeven
John Cornyn,Thad Cochran
John Cornyn,Ted Cruz
John Cornyn,Louie Gohmert
John Cornyn,Jeanne Shaheen
John Cornyn,Michael Enzi
John Cornyn,Scott DesJarlais
John Cornyn,Tom Udall
John Cornyn,Amy Klobuchar
John Cornyn,Greg Walden
John Cornyn,Virginia Foxx
John Cornyn,Dianne Feinstein
John Cornyn,David Roe
John Cornyn,Michael Bennet
John Cornyn,Tim Scott
John Cornyn,Charles Schumer
John Cornyn,Fred Upton
John Cornyn,Thomas Carper
John Cornyn,Mac Thornberry
John Cornyn,John Culberson
John Cornyn,Richard Shelby
John Cornyn,Michael Crapo
John Cornyn,Kristi Noem
John Cornyn,Mitch McConnell
John Cornyn,Trey Gowdy
John Cornyn,Tom Cole
John Cornyn,Shelley Capito
John Cornyn,Ileana Ros-Lehtinen
John Cornyn,Peter Roskam
John Cornyn,Joaquin Castro
John Cornyn,Orrin Hatch
John Cornyn,Roger Wicker
John Cornyn,Steve King
John Cornyn,Edward Royce
John Cornyn,Stevan Pearce
John Cornyn,Steve Chabot
John Cornyn,Dean Heller
John Cornyn,Patrick Leahy
John Cornyn,Sheldon Whitehouse
John Cornyn,Richard Blumenthal
John Cornyn,Richard Durbin
John Cornyn,Joe Manchin
John Cornyn,John Barrasso
John Cornyn,Mike Rogers
John Cornyn,Peter King
John Cornyn,Bernard Sanders
John Cornyn,Sherrod Brown
John Cornyn,Kirsten Gillibrand
John Cornyn,Claire McCaskill
John Cornyn,Benjamin Cardin
John Cornyn,Jeff Merkley
John Cornyn,Bill Nelson
John Cornyn,Robert Menéndez
John Cornyn,Mark Warner
John Cornyn,Steny Hoyer
John Cornyn,K. Conaway
John Cornyn,John Thune
John Cornyn,Robert Aderholt
John Cornyn,Lamar Alexander
John Cornyn,Bill Flores
John Cornyn,Lisa Murkowski
John Cornyn,Ron Johnson
Richard Durbin,Ro Khanna
Richard Durbin,Kamala Harris
Richard Durbin,John Kennedy
Richard Durbin,Raja Krishnamoorthi
Richard Durbin,Judy Chu
Richard Durbin,Gary Peters
Richard Durbin,Jon Tester
Richard Durbin,Catherine Cortez Masto
Richard Durbin,Margaret Hassan
Richard Durbin,Timothy Kaine
Richard Durbin,Tim Scott
Richard Durbin,Scott Peters
Richard Durbin,John Lewis
Richard Durbin,Brian Schatz
Richard Durbin,Cory Booker
Richard Durbin,Edward Markey
Richard Durbin,Adam Schiff
Richard Durbin,Keith Ellison
Richard Durbin,Ed Perlmutter
Richard Durbin,Peter Welch
Richard Durbin,Danny Davis
Richard Durbin,Theodore Deutch
Richard Durbin,Mark Takano
Richard Durbin,Diane Black
Richard Durbin,Yvette Clarke
Richard Durbin,Peter King
Richard Durbin,Zoe Lofgren
Richard Durbin,Lois Frankel
Richard Durbin,Terri Sewell
Richard Durbin,Eric Crawford
Richard Durbin,Sanford Bishop
Richard Durbin,Chris Stewart
Richard Durbin,Mark Meadows
Richard Durbin,Thad Cochran
Richard Durbin,Elijah Cummings
Richard Durbin,Ted Poe
Richard Durbin,David McKinley
Richard Durbin,Darrell Issa
Richard Durbin,Dean Heller
Richard Durbin,John Hoeven
Richard Durbin,Michael Enzi
Richard Durbin,Michael Crapo
Richard Durbin,Suzanne Bonamici
Richard Durbin,Jim Bridenstine
Richard Durbin,John Yarmuth
Richard Durbin,Larry Bucshon
Richard Durbin,Kevin Brady
Richard Durbin,Bill Shuster
Richard Durbin,Greg Walden
Richard Durbin,Gregory Meeks
Richard Durbin,Cathy McMorris Rodgers
Richard Durbin,Christopher Murphy
Richard Durbin,Debbie Stabenow
Richard Durbin,Mazie Hirono
Richard Durbin,Joe Donnelly
Richard Durbin,Dianne Feinstein
Richard Durbin,Elizabeth Warren
Richard Durbin,Heidi Heitkamp
Richard Durbin,Angus King
Richard Durbin,Martin Heinrich
Richard Durbin,Nita Lowey
Richard Durbin,Pete Sessions
Richard Durbin,Adam Smith
Richard Durbin,Gene Green
Richard Durbin,Kay Granger
Richard Durbin,Edward Royce
Richard Durbin,Eliot Engel
Richard Durbin,Harold Rogers
Richard Durbin,Richard Shelby
Richard Durbin,Ileana Ros-Lehtinen
Richard Durbin,Eleanor Norton
Richard Durbin,Fred Upton
Richard Durbin,Diana DeGette
Richard Durbin,Ted Cruz
Richard Durbin,Bradley Schneider
Richard Durbin,Cheri Bustos
Richard Durbin,Rodney Davis
Richard Durbin,Bill Foster
Richard Durbin,Tammy Duckworth
Richard Durbin,Robin Kelly
Richard Durbin,Tammy Baldwin
Richard Durbin,John Reed
Richard Durbin,Peter Visclosky
Richard Durbin,Roger Wicker
Richard Durbin,Chris Coons
Richard Durbin,Chris Van Hollen
Richard Durbin,John Thune
Richard Durbin,Patty Murray
Richard Durbin,Ron Wyden
